state_index,score_diff,time_step,time_phase,time_phase_name,health_my,health_my_name,health_opp,health_opp_name,recovery_lock,recovery_name,counter_ready,counter_ready_name,greedy_action_id,greedy_expected_reward,static_action_id,static_action_prob,rule_action_id,rule_expected_reward,mdp_action_id,mdp_value,mdp_immediate_reward,top1_action_id,top1_q,top2_action_id,top2_q,top3_action_id,top3_q,q_gap_12,q_gap_23,greedy_action_name,greedy_action_type,greedy_macro_group,static_action_name,static_action_type,static_macro_group,rule_action_name,rule_action_type,rule_macro_group,mdp_action_name,mdp_action_type,mdp_macro_group
1188,-4,14,late,后期,0,Low,0,Low,0,Normal,0,Normal,D15,0.0499765626258781,A04,1.0,A01,0.010909931525161374,D15,-6.7727061689725,0.0499765626258781,D15,-6.7727061689725,A04,-6.800577553501581,A02,-6.807398432987936,0.027871384529080778,0.006820879486355125,yield_buffer,defense,平衡恢复,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,yield_buffer,defense,平衡恢复
1189,-4,14,late,后期,0,Low,0,Low,0,Normal,1,CounterReady,A04,0.023641060000877446,A04,1.0,A01,0.01418044851630108,A04,-6.7977859833075005,0.023641060000877446,A04,-6.7977859833075005,A02,-6.805886013737577,A01,-6.807033480236913,0.008100030430076899,0.0011474664993356143,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1190,-4,14,late,后期,0,Low,0,Low,1,Recover,0,Normal,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,-6.7727061689725,0.0499765626258781,D15,-6.7727061689725,D16,-6.809264680839842,D14,-6.835940451246559,0.036558511867341714,0.026675770406717092,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1191,-4,14,late,后期,0,Low,0,Low,1,Recover,1,CounterReady,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,-6.7727061689725,0.0499765626258781,D15,-6.7727061689725,D16,-6.809264680839842,D14,-6.835940451246559,0.036558511867341714,0.026675770406717092,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1192,-4,14,late,后期,0,Low,1,Mid,0,Normal,0,Normal,D15,0.051796363148257425,A04,1.0,A01,0.011058330111274434,D15,-6.759240602102521,0.051796363148257425,D15,-6.759240602102521,A04,-6.788901726297635,A02,-6.796728254815326,0.029661124195114574,0.007826528517690612,yield_buffer,defense,平衡恢复,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,yield_buffer,defense,平衡恢复
1193,-4,14,late,后期,0,Low,1,Mid,0,Normal,1,CounterReady,A04,0.024766455756821744,A04,1.0,A01,0.014352590876192228,A04,-6.786084741276047,0.024766455756821744,A04,-6.786084741276047,A02,-6.795208138698648,A01,-6.796465980055037,0.009123397422600377,0.0012578413563888446,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1194,-4,14,late,后期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.051796363148257425,D19,0.0,D16,-0.0225307223294174,D15,-6.759240602102521,0.051796363148257425,D15,-6.759240602102521,D16,-6.8355110373487555,D14,-6.845026696022252,0.07627043524623467,0.009515658673496574,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1195,-4,14,late,后期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.05811149636429578,D19,0.0,D16,-0.01907166994716296,D15,-6.752925468886483,0.05811149636429578,D15,-6.752925468886483,D16,-6.832051984966501,D14,-6.845026696022252,0.0791265160800183,0.012974711055750987,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1196,-4,14,late,后期,0,Low,2,High,0,Normal,0,Normal,D15,0.04858673456518,A04,1.0,A01,0.011058330111274434,D15,-6.7625819033407835,0.04858673456518,D15,-6.7625819033407835,A04,-6.788730699576053,A02,-6.796625274644996,0.026148796235269778,0.007894575068942977,yield_buffer,defense,平衡恢复,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,yield_buffer,defense,平衡恢复
1197,-4,14,late,后期,0,Low,2,High,0,Normal,1,CounterReady,A04,0.024766455756821744,A04,1.0,A01,0.014352590876192228,A04,-6.785910894316234,0.024766455756821744,A04,-6.785910894316234,A02,-6.7951042811217395,A01,-6.796373081796519,0.009193386805505632,0.0012688006747794134,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1198,-4,14,late,后期,0,Low,2,High,1,Recover,0,Normal,D15,0.04858673456518,D19,0.0,D16,-0.02727112540672688,D15,-6.7625819033407835,0.04858673456518,D15,-6.7625819033407835,D16,-6.8408109262526295,D14,-6.847019969504296,0.07822902291184608,0.00620904325166638,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1199,-4,14,late,后期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.05476115701617799,D19,0.0,D16,-0.023764992261934362,D15,-6.756407480889785,0.05476115701617799,D15,-6.756407480889785,D16,-6.837304793107838,D14,-6.847019969504296,0.08089731221805252,0.009715176396458247,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1200,-4,14,late,后期,1,Mid,0,Low,0,Normal,0,Normal,A04,0.02777008182745684,A04,1.0,A04,0.02777008182745684,A04,-6.740885063284891,0.02777008182745684,A04,-6.740885063284891,A02,-6.754675009327104,A03,-6.757190900036181,0.013789946042213508,0.0025158907090769844,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1201,-4,14,late,后期,1,Mid,0,Low,0,Normal,1,CounterReady,A04,0.03135743241947728,A04,1.0,A04,0.03135743241947728,A04,-6.737294004646299,0.03135743241947728,A04,-6.737294004646299,A02,-6.7531618277251,A01,-6.754055613473329,0.015867823078801635,0.000893785748228737,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1202,-4,14,late,后期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,-6.817773578764053,-0.0319762269922318,D15,-6.817773578764053,D16,-6.837327955095612,D14,-6.863809380769171,0.01955437633155821,0.026481425673559045,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1203,-4,14,late,后期,1,Mid,0,Low,1,Recover,1,CounterReady,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,-6.817773578764053,-0.0319762269922318,D15,-6.817773578764053,D16,-6.837327955095612,D14,-6.863809380769171,0.01955437633155821,0.026481425673559045,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1204,-4,14,late,后期,1,Mid,1,Mid,0,Normal,0,Normal,A04,0.029188647906378228,A04,1.0,A04,0.029188647906378228,A04,-6.726960043391119,0.029188647906378228,A04,-6.726960043391119,A02,-6.741881248420224,A03,-6.744410339828365,0.01492120502910499,0.0025290914081406157,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1205,-4,14,late,后期,1,Mid,1,Mid,0,Normal,1,CounterReady,A04,0.032804369819977086,A04,1.0,A04,0.032804369819977086,A04,-6.7233421117881385,0.032804369819977086,A04,-6.7233421117881385,A02,-6.740362927071304,A01,-6.741351517113054,0.017020815283165902,0.0009885900417492266,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1206,-4,14,late,后期,1,Mid,1,Mid,1,Recover,0,Normal,D15,-0.039584827225106096,D19,0.0,D16,-0.09311773231460932,D15,-6.816237306680345,-0.039584827225106096,D15,-6.816237306680345,D16,-6.8734022060951405,D14,-6.888211054313464,0.0571648994147953,0.014808848218323512,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1207,-4,14,late,后期,1,Mid,1,Mid,1,Recover,1,CounterReady,D15,-0.03326969400906774,D19,0.0,D16,-0.0896586799323549,D15,-6.809922173464307,-0.03326969400906774,D15,-6.809922173464307,D16,-6.869943153712886,D14,-6.888211054313464,0.06002098024857894,0.018267900600577924,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1208,-4,14,late,后期,1,Mid,2,High,0,Normal,0,Normal,A04,0.029188647906378228,A04,1.0,A04,0.029188647906378228,A04,-6.726857953479641,0.029188647906378228,A04,-6.726857953479641,A02,-6.741816142260993,A03,-6.744345388724948,0.014958188781352355,0.002529246463955026,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1209,-4,14,late,后期,1,Mid,2,High,0,Normal,1,CounterReady,A04,0.032804369819977086,A04,1.0,A04,0.032804369819977086,A04,-6.723238140647749,0.032804369819977086,A04,-6.723238140647749,A02,-6.7402974567313585,A01,-6.741291648995876,0.017059316083609666,0.0009941922645175794,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1210,-4,14,late,后期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.04439035219213815,D19,0.0,D16,-0.09886135591293518,D15,-6.821874878590712,-0.04439035219213815,D15,-6.821874878590712,D16,-6.880507216000031,D14,-6.892439826709931,0.0586323374093185,0.01193261070990026,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1211,-4,14,late,后期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.03821592974114017,D19,0.0,D16,-0.09535522276814266,D15,-6.815700456139714,-0.03821592974114017,D15,-6.815700456139714,D16,-6.877001082855238,D14,-6.892439826709931,0.061300626715524054,0.015438743854693016,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1212,-4,14,late,后期,2,High,0,Low,0,Normal,0,Normal,A04,0.03259852647173748,A04,1.0,A04,0.03259852647173748,A04,-6.702397440588729,0.03259852647173748,A04,-6.702397440588729,A02,-6.721031867578258,A03,-6.72337890361478,0.018634426989528663,0.0023470360365216436,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1213,-4,14,late,后期,2,High,0,Low,0,Normal,1,CounterReady,A04,0.036796322986896994,A04,1.0,A04,0.036796322986896994,A04,-6.698193992761618,0.036796322986896994,A04,-6.698193992761618,A02,-6.719518135779594,A01,-6.720499480307354,0.021324143017976027,0.0009813445277604416,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1214,-4,14,late,后期,2,High,0,Low,1,Recover,0,Normal,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,-6.770137959962428,-0.022508143059170618,D15,-6.770137959962428,D16,-6.789155199171906,D14,-6.816991761502615,0.019017239209477843,0.027836562330709747,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1215,-4,14,late,后期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,-6.770137959962428,-0.022508143059170618,D15,-6.770137959962428,D16,-6.789155199171906,D14,-6.816991761502615,0.019017239209477843,0.027836562330709747,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1216,-4,14,late,后期,2,High,1,Mid,0,Normal,0,Normal,A04,0.03417471100387235,A04,1.0,A04,0.03417471100387235,A04,-6.686913160466118,0.03417471100387235,A04,-6.686913160466118,A02,-6.706831201586418,A03,-6.709188699377096,0.019918041120299712,0.0023574977906779537,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1217,-4,14,late,后期,2,High,1,Mid,0,Normal,1,CounterReady,A04,0.03840403120967456,A04,1.0,A04,0.03840403120967456,A04,-6.682680306988154,0.03840403120967456,A04,-6.682680306988154,A02,-6.705312451072498,A01,-6.706388821796826,0.02263214408434333,0.0010763707243279796,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1218,-4,14,late,后期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.02785344890394867,D19,0.0,D16,-0.07678705873371483,D15,-6.764171693914999,-0.02785344890394867,D15,-6.764171693914999,D16,-6.819183534586125,D14,-6.836281331149648,0.05501184067112597,0.017097796563522394,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1219,-4,14,late,后期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.021538315687910314,D19,0.0,D16,-0.07332800635146042,D15,-6.7578565606989605,-0.021538315687910314,D15,-6.7578565606989605,D16,-6.815724482203871,D14,-6.836281331149648,0.05786792150491049,0.020556848945776807,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1220,-4,14,late,后期,2,High,2,High,0,Normal,0,Normal,A04,0.03417471100387235,A04,1.0,A04,0.03417471100387235,A04,-6.68673726074316,0.03417471100387235,A04,-6.68673726074316,A02,-6.706710077607671,A03,-6.709067900861015,0.019972816864510357,0.0023578232533445487,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1221,-4,14,late,后期,2,High,2,High,0,Normal,1,CounterReady,A04,0.03840403120967456,A04,1.0,A04,0.03840403120967456,A04,-6.682502194191788,0.03840403120967456,A04,-6.682502194191788,A02,-6.705190947821142,A01,-6.706273372829744,0.022688753629353187,0.0010824250086027831,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1222,-4,14,late,后期,2,High,2,High,1,Recover,0,Normal,D15,-0.032288759397575154,D19,0.0,D16,-0.08201874232709232,D15,-6.769347756661064,-0.032288759397575154,D15,-6.769347756661064,D16,-6.825791896210871,D14,-6.840080097420962,0.056444139549806316,0.014288201210091778,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1223,-4,14,late,后期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.02611433694657718,D19,0.0,D16,-0.0785126091822998,D15,-6.763173334210066,-0.02611433694657718,D15,-6.763173334210066,D16,-6.822285763066079,D14,-6.840080097420962,0.059112428856012755,0.017794334354883645,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1224,-4,15,late,后期,0,Low,0,Low,0,Normal,0,Normal,A04,0.03241948596216053,A04,1.0,A01,0.015865390843703458,A04,-7.180254085715024,0.03241948596216053,A04,-7.180254085715024,A02,-7.192307271251785,A03,-7.194987606461653,0.012053185536760935,0.002680335209867657,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1225,-4,15,late,后期,0,Low,0,Low,0,Normal,1,CounterReady,A04,0.036465220240939136,A04,1.0,A01,0.02098949543765937,A04,-7.176207592362892,0.036465220240939136,A04,-7.176207592362892,A02,-7.190053890698432,A01,-7.191452396666466,0.013846298335540297,0.001398505968033703,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1226,-4,15,late,后期,0,Low,0,Low,1,Recover,0,Normal,D15,-0.0006963616833116151,D19,0.0,D16,-0.04519517241588382,D15,-7.214590338208202,-0.0006963616833116151,D15,-7.214590338208202,D14,-7.244098274277508,D18,-7.251144690874085,0.02950793606930624,0.007046416596576677,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1227,-4,15,late,后期,0,Low,0,Low,1,Recover,1,CounterReady,D15,-0.0006963616833116151,D19,0.0,D16,-0.04519517241588382,D15,-7.214590338208202,-0.0006963616833116151,D15,-7.214590338208202,D14,-7.244098274277508,D18,-7.251144690874085,0.02950793606930624,0.007046416596576677,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1228,-4,15,late,后期,0,Low,1,Mid,0,Normal,0,Normal,A04,0.03435031201402575,A04,1.0,A01,0.01612508836940131,A04,-7.169433602577394,0.03435031201402575,A04,-7.169433602577394,A02,-7.1830796431811255,A03,-7.185783204595287,0.013646040603731535,0.002703561414161726,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1229,-4,15,late,后期,0,Low,1,Mid,0,Normal,1,CounterReady,A04,0.038434662813841655,A04,1.0,A01,0.02129074456746888,A04,-7.165347088862488,0.038434662813841655,A04,-7.165347088862488,A02,-7.180815737829304,A01,-7.182396054868895,0.015468648966816545,0.0015803170395907173,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1230,-4,15,late,后期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.01726417470454819,D19,0.0,D16,-0.07825229779636614,D15,-7.187018290359919,0.01726417470454819,D15,-7.187018290359919,D18,-7.2554419198728795,D14,-7.255675813090217,0.0684236295129601,0.0002338932173371333,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1231,-4,15,late,后期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.029708701924388473,D19,0.0,D16,-0.07143592986662947,D15,-7.17457376314008,0.029708701924388473,D15,-7.17457376314008,D18,-7.2554419198728795,D14,-7.255675813090217,0.08086815673279979,0.0002338932173371333,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1232,-4,15,late,后期,0,Low,2,High,0,Normal,0,Normal,A04,0.03435031201402575,A04,1.0,A01,0.01612508836940131,A04,-7.169369878934663,0.03435031201402575,A04,-7.169369878934663,A02,-7.183051188217063,A03,-7.185756110226419,0.013681309282399745,0.0027049220093555704,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1233,-4,15,late,后期,0,Low,2,High,0,Normal,1,CounterReady,A04,0.038434662813841655,A04,1.0,A01,0.02129074456746888,A04,-7.165281547821075,0.038434662813841655,A04,-7.165281547821075,A02,-7.180786751580362,A01,-7.182374065201931,0.015505203759286879,0.0015873136215693862,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,swing_punch,attack,激进攻击
1234,-4,15,late,后期,0,Low,2,High,1,Recover,0,Normal,D15,0.013491466553760108,D19,0.0,D16,-0.08331924873214847,D15,-7.191024573771811,0.013491466553760108,D15,-7.191024573771811,D18,-7.256750296392803,D14,-7.257789710546112,0.06572572262099197,0.001039414153309437,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1235,-4,15,late,后期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.025658710795432575,D19,0.0,D16,-0.07641010400564556,D15,-7.178857329530139,0.025658710795432575,D15,-7.178857329530139,D18,-7.256750296392803,D14,-7.257789710546112,0.077892966862664,0.001039414153309437,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1236,-4,15,late,后期,1,Mid,0,Low,0,Normal,0,Normal,A04,0.04365246516464673,A04,1.0,A04,0.04365246516464673,A04,-7.123833577949264,0.04365246516464673,A04,-7.123833577949264,A02,-7.146879989830736,A03,-7.150001987687856,0.02304641188147194,0.0031219978571206397,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1237,-4,15,late,后期,1,Mid,0,Low,0,Normal,1,CounterReady,A04,0.048854123523076366,A04,1.0,A04,0.048854123523076366,A04,-7.118629904257435,0.048854123523076366,A04,-7.118629904257435,A02,-7.144626191569929,A01,-7.145864638028748,0.025996287312494815,0.0012384464588182098,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1238,-4,15,late,后期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.04683064052718641,D19,0.0,D16,-0.07833941832675459,D15,-7.22931571321984,-0.04683064052718641,D15,-7.22931571321984,D14,-7.2495891530372285,D16,-7.262765421067606,0.020273439817388272,0.01317626803037708,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1239,-4,15,late,后期,1,Mid,0,Low,1,Recover,1,CounterReady,D15,-0.04683064052718641,D19,0.0,D16,-0.07833941832675459,D15,-7.22931571321984,-0.04683064052718641,D15,-7.22931571321984,D14,-7.2495891530372285,D16,-7.262765421067606,0.020273439817388272,0.01317626803037708,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1240,-4,15,late,后期,1,Mid,1,Mid,0,Normal,0,Normal,A04,0.04613495580275915,A04,1.0,A04,0.04613495580275915,A04,-7.110631822887796,0.04613495580275915,A04,-7.110631822887796,A02,-7.13568181333506,A03,-7.138821573792599,0.02504999044726386,0.0031397604575396088,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1241,-4,15,late,后期,1,Mid,1,Mid,0,Normal,1,CounterReady,A04,0.05138626397395103,A04,1.0,A04,0.05138626397395103,A04,-7.10537990278822,0.05138626397395103,A04,-7.10537990278822,A02,-7.133418874137833,A01,-7.13482890392216,0.02803897134961275,0.001410029784326916,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1242,-4,15,late,后期,1,Mid,1,Mid,1,Recover,0,Normal,D15,-0.0337214956330285,D19,0.0,D16,-0.11193344469411246,D15,-7.208573416932475,-0.0337214956330285,D15,-7.208573416932475,D14,-7.270293926924122,D18,-7.288675251008404,0.061720509991647354,0.018381324084281836,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1243,-4,15,late,后期,1,Mid,1,Mid,1,Recover,1,CounterReady,D15,-0.02127696841318822,D19,0.0,D16,-0.10511707676437579,D15,-7.196128889712634,-0.02127696841318822,D15,-7.196128889712634,D14,-7.270293926924122,D16,-7.283830430610095,0.07416503721148793,0.013536503685973145,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1244,-4,15,late,后期,1,Mid,2,High,0,Normal,0,Normal,A04,0.04613495580275915,A04,1.0,A04,0.04613495580275915,A04,-7.110580486297686,0.04613495580275915,A04,-7.110580486297686,A02,-7.135655588602728,A03,-7.138795452080441,0.025075102305041952,0.0031398634777124457,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1245,-4,15,late,后期,1,Mid,2,High,0,Normal,1,CounterReady,A04,0.05138626397395103,A04,1.0,A04,0.05138626397395103,A04,-7.1053269971211765,0.05138626397395103,A04,-7.1053269971211765,A02,-7.133392348914057,A01,-7.13480690248605,0.028065351792880833,0.001414553571992272,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1246,-4,15,late,后期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.03832332983435941,D19,0.0,D16,-0.11733532601170021,D15,-7.213977373259929,-0.03832332983435941,D15,-7.213977373259929,D14,-7.273818012646897,D18,-7.291788007257816,0.0598406393869686,0.01796999461091886,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1247,-4,15,late,后期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.026156085592686944,D19,0.0,D16,-0.1104261812851973,D15,-7.201810129018257,-0.026156085592686944,D15,-7.201810129018257,D14,-7.273818012646897,D16,-7.290475306059967,0.07200788362864063,0.016657293413070207,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1248,-4,15,late,后期,2,High,0,Low,0,Normal,0,Normal,A04,0.05015894533819617,A04,1.0,A04,0.05015894533819617,A04,-7.088734269796319,0.05015894533819617,A04,-7.088734269796319,A02,-7.118315030936135,A03,-7.12132217557002,0.029580761139816225,0.0030071446338846286,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1249,-4,15,late,后期,2,High,0,Low,0,Normal,1,CounterReady,A04,0.05641523141550915,A04,1.0,A04,0.05641523141550915,A04,-7.082474906947132,0.05641523141550915,A04,-7.082474906947132,A02,-7.116060931752205,A01,-7.117365237545076,0.03358602480507322,0.0013043057928712187,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1250,-4,15,late,后期,2,High,0,Low,1,Recover,0,Normal,D15,-0.0396131353639979,D19,0.0,D16,-0.06792563796818527,D15,-7.18962815142396,-0.0396131353639979,D15,-7.18962815142396,D14,-7.210859400501049,D16,-7.221367131295102,0.021231249077088954,0.010507730794052428,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1251,-4,15,late,后期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.0396131353639979,D19,0.0,D16,-0.06792563796818527,D15,-7.18962815142396,-0.0396131353639979,D15,-7.18962815142396,D14,-7.210859400501049,D16,-7.221367131295102,0.021231249077088954,0.010507730794052428,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
1252,-4,15,late,后期,2,High,1,Mid,0,Normal,0,Normal,A04,0.05291726826943219,A04,1.0,A04,0.05291726826943219,A04,-7.074049612274834,0.05291726826943219,A04,-7.074049612274834,A02,-7.105908991039861,A03,-7.1089314772591585,0.0318593787650272,0.003022486219297349,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
1253,-4,15,late,后期,2,High,1,Mid,0,Normal,1,CounterReady,A04,0.0592287208053699,A04,1.0,A04,0.0592287208053699,A04,-7.067736932371161,0.0592287208053699,A04,-7.067736932371161,A02,-7.103645817898737,A01,-7.105122216639437,0.03590888552757665,0.0014763987406993806,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击
