state_index,score_diff,time_step,time_phase,health_my,health_opp,recovery_lock,counter_ready,top1_action_id,top1_q,top2_action_id,top2_q,top3_action_id,top3_q,q_gap_12,q_gap_23
1162,-4,13,late,0,2,1,0,D15,-6.37307228443559,D16,-6.45014832313596,D14,-6.459674301008218,0.07707603870036994,0.00952597787225784
1163,-4,13,late,0,2,1,1,D15,-6.366897861984592,D16,-6.446642189991168,D14,-6.459674301008218,0.07974432800657638,0.013032111017049708
1164,-4,13,late,1,0,0,0,A04,-6.376576953535477,A02,-6.390740566412666,A03,-6.393208006383178,0.014163612877188925,0.0024674399705117978
1165,-4,13,late,1,0,0,1,A04,-6.3729836397718,A02,-6.389226478238817,A01,-6.390153139738929,0.016242838467017684,0.0009266615001113365
1166,-4,13,late,1,0,1,0,D15,-6.446371281719686,D16,-6.465836439577859,D14,-6.492859076937901,0.019465157858173043,0.027022637360041735
1167,-4,13,late,1,0,1,1,D15,-6.446371281719686,D16,-6.465836439577859,D14,-6.492859076937901,0.019465157858173043,0.027022637360041735
1168,-4,13,late,1,1,0,0,A04,-6.362085880297302,A02,-6.377254358246025,A03,-6.3797296134777595,0.015168477948722447,0.002475255231734863
1169,-4,13,late,1,1,0,1,A04,-6.358465409501993,A02,-6.37573500553324,A01,-6.37675493865531,0.017269596031247225,0.001019933122069716
1170,-4,13,late,1,1,1,0,D15,-6.442706522433035,D16,-6.500656987322438,D14,-6.514762855868568,0.057950464889403364,0.01410586854612994
1171,-4,13,late,1,1,1,1,D15,-6.436391389216997,D16,-6.497197934940184,D14,-6.514762855868568,0.060806545723187,0.017564920928384353
1172,-4,13,late,1,2,0,0,A04,-6.361951467238897,A02,-6.377149575035257,A03,-6.379633043229021,0.015198107796360105,0.0024834681937644376
1173,-4,13,late,1,2,0,1,A04,-6.358328891102398,A02,-6.375629807899495,A01,-6.376652844538703,0.017300916797096555,0.001023036639208108
1174,-4,13,late,1,2,1,0,D15,-6.449059992988142,D16,-6.5082053043041075,D14,-6.519797117352325,0.0591453113159659,0.011591813048217325
1175,-4,13,late,1,2,1,1,D15,-6.442885570537143,D16,-6.504699171159315,D14,-6.519797117352325,0.06181360062217145,0.015097946193010081
1176,-4,13,late,2,0,0,0,A04,-6.334978866293804,A02,-6.353947717245266,A03,-6.3563119971874,0.01896885095146139,0.002364279942134395
1177,-4,13,late,2,0,0,1,A04,-6.330771982081043,A02,-6.352432746694583,A01,-6.3534247741604,0.021660764613540273,0.00099202746581728
1178,-4,13,late,2,0,1,0,D15,-6.402656294857018,D16,-6.4197992244529765,D14,-6.4500076655075995,0.0171429295959582,0.03020844105462306
1179,-4,13,late,2,0,1,1,D15,-6.402656294857018,D16,-6.4197992244529765,D14,-6.4500076655075995,0.0171429295959582,0.03020844105462306
1180,-4,13,late,2,1,0,0,A04,-6.318882448293621,A02,-6.3389939769254005,A03,-6.341367813128363,0.02011152863177923,0.002373836202962387
1181,-4,13,late,2,1,0,1,A04,-6.314646207449681,A02,-6.337473979550134,A01,-6.338556993527838,0.022827772100452393,0.0010830139777047165
1182,-4,13,late,2,1,1,0,D15,-6.396438114000206,D16,-6.450290958643826,D14,-6.469116533228577,0.053852844643620834,0.01882557458475098
1183,-4,13,late,2,1,1,1,D15,-6.390122980784167,D16,-6.446831906261572,D14,-6.469116533228577,0.05670892547740536,0.022284626967005394
1184,-4,13,late,2,2,0,0,A04,-6.318638367532336,A02,-6.338808677061053,A03,-6.341182916100783,0.02017030952871668,0.0023742390397298863
1185,-4,13,late,2,2,0,1,A04,-6.314399774620745,A02,-6.337288274134519,A01,-6.338377717021627,0.022888499513773475,0.0010894428871086603
1186,-4,13,late,2,2,1,0,D15,-6.401577961237121,D16,-6.456839850652877,D14,-6.472881547829654,0.05526188941575594,0.01604169717677717
1187,-4,13,late,2,2,1,1,D15,-6.395403538786122,D16,-6.453333717508085,D14,-6.472881547829654,0.05793017872196238,0.019547830321569037
1188,-4,14,late,0,0,0,0,D15,-6.7727061689725,A04,-6.800577553501581,A02,-6.807398432987936,0.027871384529080778,0.006820879486355125
1189,-4,14,late,0,0,0,1,A04,-6.7977859833075005,A02,-6.805886013737577,A01,-6.807033480236913,0.008100030430076899,0.0011474664993356143
1190,-4,14,late,0,0,1,0,D15,-6.7727061689725,D16,-6.809264680839842,D14,-6.835940451246559,0.036558511867341714,0.026675770406717092
1191,-4,14,late,0,0,1,1,D15,-6.7727061689725,D16,-6.809264680839842,D14,-6.835940451246559,0.036558511867341714,0.026675770406717092
1192,-4,14,late,0,1,0,0,D15,-6.759240602102521,A04,-6.788901726297635,A02,-6.796728254815326,0.029661124195114574,0.007826528517690612
1193,-4,14,late,0,1,0,1,A04,-6.786084741276047,A02,-6.795208138698648,A01,-6.796465980055037,0.009123397422600377,0.0012578413563888446
1194,-4,14,late,0,1,1,0,D15,-6.759240602102521,D16,-6.8355110373487555,D14,-6.845026696022252,0.07627043524623467,0.009515658673496574
1195,-4,14,late,0,1,1,1,D15,-6.752925468886483,D16,-6.832051984966501,D14,-6.845026696022252,0.0791265160800183,0.012974711055750987
1196,-4,14,late,0,2,0,0,D15,-6.7625819033407835,A04,-6.788730699576053,A02,-6.796625274644996,0.026148796235269778,0.007894575068942977
1197,-4,14,late,0,2,0,1,A04,-6.785910894316234,A02,-6.7951042811217395,A01,-6.796373081796519,0.009193386805505632,0.0012688006747794134
1198,-4,14,late,0,2,1,0,D15,-6.7625819033407835,D16,-6.8408109262526295,D14,-6.847019969504296,0.07822902291184608,0.00620904325166638
1199,-4,14,late,0,2,1,1,D15,-6.756407480889785,D16,-6.837304793107838,D14,-6.847019969504296,0.08089731221805252,0.009715176396458247
1200,-4,14,late,1,0,0,0,A04,-6.740885063284891,A02,-6.754675009327104,A03,-6.757190900036181,0.013789946042213508,0.0025158907090769844
1201,-4,14,late,1,0,0,1,A04,-6.737294004646299,A02,-6.7531618277251,A01,-6.754055613473329,0.015867823078801635,0.000893785748228737
1202,-4,14,late,1,0,1,0,D15,-6.817773578764053,D16,-6.837327955095612,D14,-6.863809380769171,0.01955437633155821,0.026481425673559045
1203,-4,14,late,1,0,1,1,D15,-6.817773578764053,D16,-6.837327955095612,D14,-6.863809380769171,0.01955437633155821,0.026481425673559045
1204,-4,14,late,1,1,0,0,A04,-6.726960043391119,A02,-6.741881248420224,A03,-6.744410339828365,0.01492120502910499,0.0025290914081406157
1205,-4,14,late,1,1,0,1,A04,-6.7233421117881385,A02,-6.740362927071304,A01,-6.741351517113054,0.017020815283165902,0.0009885900417492266
1206,-4,14,late,1,1,1,0,D15,-6.816237306680345,D16,-6.8734022060951405,D14,-6.888211054313464,0.0571648994147953,0.014808848218323512
1207,-4,14,late,1,1,1,1,D15,-6.809922173464307,D16,-6.869943153712886,D14,-6.888211054313464,0.06002098024857894,0.018267900600577924
1208,-4,14,late,1,2,0,0,A04,-6.726857953479641,A02,-6.741816142260993,A03,-6.744345388724948,0.014958188781352355,0.002529246463955026
1209,-4,14,late,1,2,0,1,A04,-6.723238140647749,A02,-6.7402974567313585,A01,-6.741291648995876,0.017059316083609666,0.0009941922645175794
1210,-4,14,late,1,2,1,0,D15,-6.821874878590712,D16,-6.880507216000031,D14,-6.892439826709931,0.0586323374093185,0.01193261070990026
1211,-4,14,late,1,2,1,1,D15,-6.815700456139714,D16,-6.877001082855238,D14,-6.892439826709931,0.061300626715524054,0.015438743854693016
1212,-4,14,late,2,0,0,0,A04,-6.702397440588729,A02,-6.721031867578258,A03,-6.72337890361478,0.018634426989528663,0.0023470360365216436
1213,-4,14,late,2,0,0,1,A04,-6.698193992761618,A02,-6.719518135779594,A01,-6.720499480307354,0.021324143017976027,0.0009813445277604416
1214,-4,14,late,2,0,1,0,D15,-6.770137959962428,D16,-6.789155199171906,D14,-6.816991761502615,0.019017239209477843,0.027836562330709747
1215,-4,14,late,2,0,1,1,D15,-6.770137959962428,D16,-6.789155199171906,D14,-6.816991761502615,0.019017239209477843,0.027836562330709747
1216,-4,14,late,2,1,0,0,A04,-6.686913160466118,A02,-6.706831201586418,A03,-6.709188699377096,0.019918041120299712,0.0023574977906779537
1217,-4,14,late,2,1,0,1,A04,-6.682680306988154,A02,-6.705312451072498,A01,-6.706388821796826,0.02263214408434333,0.0010763707243279796
1218,-4,14,late,2,1,1,0,D15,-6.764171693914999,D16,-6.819183534586125,D14,-6.836281331149648,0.05501184067112597,0.017097796563522394
1219,-4,14,late,2,1,1,1,D15,-6.7578565606989605,D16,-6.815724482203871,D14,-6.836281331149648,0.05786792150491049,0.020556848945776807
1220,-4,14,late,2,2,0,0,A04,-6.68673726074316,A02,-6.706710077607671,A03,-6.709067900861015,0.019972816864510357,0.0023578232533445487
1221,-4,14,late,2,2,0,1,A04,-6.682502194191788,A02,-6.705190947821142,A01,-6.706273372829744,0.022688753629353187,0.0010824250086027831
1222,-4,14,late,2,2,1,0,D15,-6.769347756661064,D16,-6.825791896210871,D14,-6.840080097420962,0.056444139549806316,0.014288201210091778
1223,-4,14,late,2,2,1,1,D15,-6.763173334210066,D16,-6.822285763066079,D14,-6.840080097420962,0.059112428856012755,0.017794334354883645
1224,-4,15,late,0,0,0,0,A04,-7.180254085715024,A02,-7.192307271251785,A03,-7.194987606461653,0.012053185536760935,0.002680335209867657
1225,-4,15,late,0,0,0,1,A04,-7.176207592362892,A02,-7.190053890698432,A01,-7.191452396666466,0.013846298335540297,0.001398505968033703
1226,-4,15,late,0,0,1,0,D15,-7.214590338208202,D14,-7.244098274277508,D18,-7.251144690874085,0.02950793606930624,0.007046416596576677
1227,-4,15,late,0,0,1,1,D15,-7.214590338208202,D14,-7.244098274277508,D18,-7.251144690874085,0.02950793606930624,0.007046416596576677
1228,-4,15,late,0,1,0,0,A04,-7.169433602577394,A02,-7.1830796431811255,A03,-7.185783204595287,0.013646040603731535,0.002703561414161726
1229,-4,15,late,0,1,0,1,A04,-7.165347088862488,A02,-7.180815737829304,A01,-7.182396054868895,0.015468648966816545,0.0015803170395907173
1230,-4,15,late,0,1,1,0,D15,-7.187018290359919,D18,-7.2554419198728795,D14,-7.255675813090217,0.0684236295129601,0.0002338932173371333
1231,-4,15,late,0,1,1,1,D15,-7.17457376314008,D18,-7.2554419198728795,D14,-7.255675813090217,0.08086815673279979,0.0002338932173371333
1232,-4,15,late,0,2,0,0,A04,-7.169369878934663,A02,-7.183051188217063,A03,-7.185756110226419,0.013681309282399745,0.0027049220093555704
1233,-4,15,late,0,2,0,1,A04,-7.165281547821075,A02,-7.180786751580362,A01,-7.182374065201931,0.015505203759286879,0.0015873136215693862
1234,-4,15,late,0,2,1,0,D15,-7.191024573771811,D18,-7.256750296392803,D14,-7.257789710546112,0.06572572262099197,0.001039414153309437
1235,-4,15,late,0,2,1,1,D15,-7.178857329530139,D18,-7.256750296392803,D14,-7.257789710546112,0.077892966862664,0.001039414153309437
1236,-4,15,late,1,0,0,0,A04,-7.123833577949264,A02,-7.146879989830736,A03,-7.150001987687856,0.02304641188147194,0.0031219978571206397
1237,-4,15,late,1,0,0,1,A04,-7.118629904257435,A02,-7.144626191569929,A01,-7.145864638028748,0.025996287312494815,0.0012384464588182098
1238,-4,15,late,1,0,1,0,D15,-7.22931571321984,D14,-7.2495891530372285,D16,-7.262765421067606,0.020273439817388272,0.01317626803037708
1239,-4,15,late,1,0,1,1,D15,-7.22931571321984,D14,-7.2495891530372285,D16,-7.262765421067606,0.020273439817388272,0.01317626803037708
1240,-4,15,late,1,1,0,0,A04,-7.110631822887796,A02,-7.13568181333506,A03,-7.138821573792599,0.02504999044726386,0.0031397604575396088
1241,-4,15,late,1,1,0,1,A04,-7.10537990278822,A02,-7.133418874137833,A01,-7.13482890392216,0.02803897134961275,0.001410029784326916
1242,-4,15,late,1,1,1,0,D15,-7.208573416932475,D14,-7.270293926924122,D18,-7.288675251008404,0.061720509991647354,0.018381324084281836
1243,-4,15,late,1,1,1,1,D15,-7.196128889712634,D14,-7.270293926924122,D16,-7.283830430610095,0.07416503721148793,0.013536503685973145
1244,-4,15,late,1,2,0,0,A04,-7.110580486297686,A02,-7.135655588602728,A03,-7.138795452080441,0.025075102305041952,0.0031398634777124457
1245,-4,15,late,1,2,0,1,A04,-7.1053269971211765,A02,-7.133392348914057,A01,-7.13480690248605,0.028065351792880833,0.001414553571992272
1246,-4,15,late,1,2,1,0,D15,-7.213977373259929,D14,-7.273818012646897,D18,-7.291788007257816,0.0598406393869686,0.01796999461091886
1247,-4,15,late,1,2,1,1,D15,-7.201810129018257,D14,-7.273818012646897,D16,-7.290475306059967,0.07200788362864063,0.016657293413070207
1248,-4,15,late,2,0,0,0,A04,-7.088734269796319,A02,-7.118315030936135,A03,-7.12132217557002,0.029580761139816225,0.0030071446338846286
1249,-4,15,late,2,0,0,1,A04,-7.082474906947132,A02,-7.116060931752205,A01,-7.117365237545076,0.03358602480507322,0.0013043057928712187
1250,-4,15,late,2,0,1,0,D15,-7.18962815142396,D14,-7.210859400501049,D16,-7.221367131295102,0.021231249077088954,0.010507730794052428
1251,-4,15,late,2,0,1,1,D15,-7.18962815142396,D14,-7.210859400501049,D16,-7.221367131295102,0.021231249077088954,0.010507730794052428
1252,-4,15,late,2,1,0,0,A04,-7.074049612274834,A02,-7.105908991039861,A03,-7.1089314772591585,0.0318593787650272,0.003022486219297349
1253,-4,15,late,2,1,0,1,A04,-7.067736932371161,A02,-7.103645817898737,A01,-7.105122216639437,0.03590888552757665,0.0014763987406993806
1254,-4,15,late,2,1,1,0,D15,-7.165189060871399,D14,-7.227315442750138,D18,-7.243075429613346,0.062126381878738535,0.01575998686320812
1255,-4,15,late,2,1,1,1,D15,-7.15274453365156,D14,-7.227315442750138,D16,-7.236779099801225,0.07457090909857822,0.009463657051087537
1256,-4,15,late,2,2,0,0,A04,-7.073940009645253,A02,-7.1058413560155875,A03,-7.108864047757847,0.03190134637033459,0.0030226917422595534
1257,-4,15,late,2,2,0,1,A04,-7.0676254423415905,A02,-7.103577860707794,A01,-7.105059306268671,0.03595241836620389,0.00148144556087626
1258,-4,15,late,2,2,1,0,D15,-7.170211614729441,D14,-7.230501005538123,D18,-7.245824018568051,0.06028939080868234,0.015323013029927779
1259,-4,15,late,2,2,1,1,D15,-7.158044370487768,D14,-7.230501005538123,D16,-7.242969885856995,0.07245663505035527,0.012468880318872166
1260,-4,16,endgame,0,0,0,0,A04,-7.592057042886873,A02,-7.604099840445785,A03,-7.606778690353321,0.012042797558911467,0.002678849907536751
1261,-4,16,endgame,0,0,0,1,A04,-7.5880109810214895,A02,-7.601846681871536,A01,-7.603243938222094,0.013835700850046706,0.0013972563505575408
1262,-4,16,endgame,0,0,1,0,D15,-7.626371023659555,D14,-7.655879111819263,D18,-7.662925646598452,0.029508088159707846,0.007046534779188818
1263,-4,16,endgame,0,0,1,1,D15,-7.626371023659555,D14,-7.655879111819263,D18,-7.662925646598452,0.029508088159707846,0.007046534779188818
1264,-4,16,endgame,0,1,0,0,A04,-7.582903785606708,A02,-7.596516050524757,A03,-7.599212262567337,0.013612264918049455,0.0026962120425801928
1265,-4,16,endgame,0,1,0,1,A04,-7.57881892465861,A02,-7.59425313898112,A01,-7.595829529586705,0.01543421432250991,0.0015763906055852317
1266,-4,16,endgame,0,1,1,0,D15,-7.600700388781851,D18,-7.668829541534302,D14,-7.669065610287681,0.06812915275245146,0.00023606875337822686
1267,-4,16,endgame,0,1,1,1,D15,-7.588255861562011,D18,-7.668829541534302,D14,-7.669065610287681,0.08057367997229115,0.00023606875337822686
1268,-4,16,endgame,0,2,0,0,A04,-7.582900295614648,A02,-7.59652419235649,A03,-7.599220824412638,0.0136238967418425,0.00269663205614723
1269,-4,16,endgame,0,2,0,1,A04,-7.578814325523709,A02,-7.594260983546105,A01,-7.59584150818812,0.01544665802239642,0.0015805246420148578
1270,-4,16,endgame,0,2,1,0,D15,-7.60475878963721,D18,-7.670162196809232,D14,-7.67120368454588,0.0654034071720222,0.0010414877366473618
1271,-4,16,endgame,0,2,1,1,D15,-7.592591545395538,D18,-7.670162196809232,D14,-7.67120368454588,0.07757065141369424,0.0010414877366473618
1272,-4,16,endgame,1,0,0,0,A04,-7.543645504081348,A02,-7.566709405049216,A03,-7.569809023170658,0.023063900967867923,0.0030996181214417717
1273,-4,16,endgame,1,0,0,1,A04,-7.53844296855738,A02,-7.564456063224337,A01,-7.565700073523377,0.026013094666956782,0.0012440102990405322
1274,-4,16,endgame,1,0,1,0,D15,-7.646893526423476,D14,-7.667188033553079,D16,-7.680736505549901,0.020294507129603012,0.013548471996822187
1275,-4,16,endgame,1,0,1,1,D15,-7.646893526423476,D14,-7.667188033553079,D16,-7.680736505549901,0.020294507129603012,0.013548471996822187
1276,-4,16,endgame,1,1,0,0,A04,-7.532334792222521,A02,-7.557415696657409,A03,-7.560532292040157,0.025080904434887863,0.0031165953827478887
1277,-4,16,endgame,1,1,0,1,A04,-7.5270838205197395,A02,-7.555153195835281,A01,-7.5565699615603386,0.028069375315541656,0.001416765725057445
1278,-4,16,endgame,1,1,1,0,D15,-7.627647964939028,D14,-7.689142606857616,D18,-7.706578550700547,0.06149464191858822,0.01743594384293079
1279,-4,16,endgame,1,1,1,1,D15,-7.615203437719187,D14,-7.689142606857616,D16,-7.7031826561868515,0.0739391691384288,0.014040049329235416
1280,-4,16,endgame,1,2,0,0,A04,-7.532320989076534,A02,-7.557415644448093,A03,-7.560532259060806,0.02509465537155897,0.0031166146127130645
1281,-4,16,endgame,1,2,0,1,A04,-7.527068748914024,A02,-7.555152902762759,A01,-7.556573160271018,0.028084153848735305,0.0014202575082586932
1282,-4,16,endgame,1,2,1,0,D15,-7.632998586701544,D14,-7.692616193879635,D18,-7.709628013358686,0.05961760717809117,0.01701181947905095
1283,-4,16,endgame,1,2,1,1,D15,-7.620831342459872,D14,-7.692616193879635,D18,-7.709628013358686,0.07178485141976321,0.01701181947905095
1284,-4,16,endgame,2,0,0,0,A04,-7.513801147218292,A02,-7.543357242656117,A03,-7.5463493088440705,0.029556095437825114,0.002992066187953668
1285,-4,16,endgame,2,0,0,1,A04,-7.507543519667818,A02,-7.541103769023036,A01,-7.542409183836334,0.03356024935521784,0.0013054148132978227
1286,-4,16,endgame,2,0,1,0,D15,-7.613171565150197,D14,-7.634426492522588,D16,-7.645143299640624,0.021254927372391208,0.01071680711803591
1287,-4,16,endgame,2,0,1,1,D15,-7.613171565150197,D14,-7.634426492522588,D16,-7.645143299640624,0.021254927372391208,0.01071680711803591
1288,-4,16,endgame,2,1,0,0,A04,-7.501219696654524,A02,-7.5330704485102995,A03,-7.53607742329627,0.03185075185577535,0.003006974785970229
1289,-4,16,endgame,2,1,0,1,A04,-7.494908442833166,A02,-7.530807854203364,A01,-7.532286628260112,0.03589941137019803,0.0014787740567481222
1290,-4,16,endgame,2,1,1,0,D15,-7.590637086095003,D14,-7.652551041152116,D18,-7.66770911622427,0.06191395505711306,0.015158075072153387
1291,-4,16,endgame,2,1,1,1,D15,-7.5781925588751635,D14,-7.652551041152116,D16,-7.662313995816817,0.07435848227695274,0.009762954664700452
1292,-4,16,endgame,2,2,0,0,A04,-7.501163467930115,A02,-7.5330428049492175,A03,-7.536049873668645,0.031879337019102394,0.0030070687194276857
1293,-4,16,endgame,2,2,0,1,A04,-7.494850665374162,A02,-7.530779946992887,A01,-7.532262712813549,0.035929281618725106,0.0014827658206622019
1294,-4,16,endgame,2,2,1,0,D15,-7.595634336248772,D14,-7.65571680969283,D18,-7.670429144433622,0.060082473444057705,0.01471233474079181
1295,-4,16,endgame,2,2,1,1,D15,-7.5834670920070995,D14,-7.65571680969283,D16,-7.6684790861576,0.07224971768573063,0.012762276464769684
1296,-4,17,endgame,0,0,0,0,A04,-8.025511226599937,A02,-8.037548262200389,A03,-8.040226289197818,0.012037035600451773,0.0026780269974295834
1297,-4,17,endgame,0,0,0,1,A04,-8.021465403775101,A02,-8.035295226600963,A01,-8.036691790480974,0.013829822825861982,0.0013965638800108593
1298,-4,17,endgame,0,0,1,0,D15,-8.059812980669172,D14,-8.089321147842908,D18,-8.096367743328797,0.029508167173736055,0.007046595485888929
1299,-4,17,endgame,0,0,1,1,D15,-8.059812980669172,D14,-8.089321147842908,D18,-8.096367743328797,0.029508167173736055,0.007046595485888929
1300,-4,17,endgame,0,1,0,0,A04,-8.018047655415737,A02,-8.031645383911156,A03,-8.034337711594391,0.013597728495419403,0.0026923276832349075
1301,-4,17,endgame,0,1,0,1,A04,-8.013963587489895,A02,-8.029382980446748,A01,-8.030957683995739,0.015419392956852462,0.001574703548991252
1302,-4,17,endgame,0,1,1,0,D15,-8.035960050419146,D18,-8.103933956049294,D14,-8.104170775862976,0.06797390563014893,0.0002368198136810662
1303,-4,17,endgame,0,1,1,1,D15,-8.023515523199306,D18,-8.103933956049294,D14,-8.104170775862976,0.08041843284998862,0.0002368198136810662
1304,-4,17,endgame,0,2,0,0,A04,-8.018070375498231,A02,-8.031664280214057,A03,-8.034356584700475,0.013593904715826,0.0026923044864179957
1305,-4,17,endgame,0,2,0,1,A04,-8.013985643494241,A02,-8.029401713705255,A01,-8.030978673837389,0.015416070211013988,0.00157696013213382
1306,-4,17,endgame,0,2,1,0,D15,-8.040034165549491,D18,-8.105270311778611,D14,-8.10631235247265,0.06523614622912,0.0010420406940383486
1307,-4,17,endgame,0,2,1,1,D15,-8.027866921307817,D18,-8.105270311778611,D14,-8.10631235247265,0.07740339047079381,0.0010420406940383486
1308,-4,17,endgame,1,0,0,0,A04,-7.9855763309561345,A02,-8.008675705346223,A03,-8.011753126910028,0.023099374390088023,0.003077421563805416
1309,-4,17,endgame,1,0,0,1,A04,-7.980374433498868,A02,-8.006422619409681,A01,-8.007673809404864,0.02604818591081326,0.0012511899951821448
1310,-4,17,endgame,1,0,1,0,D15,-8.086484307372887,D14,-8.106801005405071,D16,-8.120745138673419,0.020316698032184277,0.01394413326834787
1311,-4,17,endgame,1,0,1,1,D15,-8.086484307372887,D14,-8.106801005405071,D16,-8.120745138673419,0.020316698032184277,0.01394413326834787
1312,-4,17,endgame,1,1,0,0,A04,-7.9762725149349025,A02,-8.00140531392209,A03,-8.004498892485135,0.025132798987187677,0.0030935785630443746
1313,-4,17,endgame,1,1,0,1,A04,-7.971021926363456,A02,-7.999143027467403,A01,-8.00056838607062,0.028121101103947055,0.0014253586032175747
1314,-4,17,endgame,1,1,1,0,D15,-8.068746834499336,D14,-8.130068338695276,D18,-8.146497262184424,0.061321504195939625,0.016428923489147707
1315,-4,17,endgame,1,1,1,1,D15,-8.056302307279497,D14,-8.130068338695276,D16,-8.144604387412269,0.07376603141577931,0.014536048716992767
1316,-4,17,endgame,1,2,0,0,A04,-7.976283153670617,A02,-8.001418402076402,A03,-8.004511911256408,0.025135248405784516,0.003093509180006393
1317,-4,17,endgame,1,2,0,1,A04,-7.971031595317873,A02,-7.999155932157647,A01,-8.000583751366763,0.02812433683977389,0.0014278192091161657
1318,-4,17,endgame,1,2,1,0,D15,-8.074023870685318,D14,-8.133470969260992,D18,-8.149461230766407,0.05944709857567432,0.01599026150541505
1319,-4,17,endgame,1,2,1,1,D15,-8.061856626443646,D14,-8.133470969260992,D18,-8.149461230766407,0.07161434281734635,0.01599026150541505
1320,-4,17,endgame,2,0,0,0,A04,-7.961197609441826,A02,-7.990754465143804,A03,-7.993732829910348,0.02955685570197808,0.002978364766543784
1321,-4,17,endgame,2,0,0,1,A04,-7.954940957039985,A02,-7.988501343040432,A01,-7.9898096013118005,0.033560386000447195,0.0013082582713686008
1322,-4,17,endgame,2,0,1,0,D15,-8.059022595687827,D14,-8.080302114097742,D16,-8.091237902907778,0.02127951840991571,0.010935788810035874
1323,-4,17,endgame,2,0,1,1,D15,-8.059022595687827,D14,-8.080302114097742,D16,-8.091237902907778,0.02127951840991571,0.010935788810035874
1324,-4,17,endgame,2,1,0,0,A04,-7.9508501736903465,A02,-7.982719716251756,A03,-7.985712585798759,0.0318695425614095,0.002992869547003174
1325,-4,17,endgame,2,1,0,1,A04,-7.944539548461881,A02,-7.980457416570173,A01,-7.981940423177683,0.03591786810829234,0.0014830066075095516
1326,-4,17,endgame,2,1,1,0,D15,-8.038430676005811,D14,-8.100205372814457,D18,-8.11473643781928,0.06177469680864611,0.014531065004822707
1327,-4,17,endgame,2,1,1,1,D15,-8.02598614878597,D14,-8.100205372814457,D16,-8.110230521542539,0.07421922402848757,0.010025148728081135
1328,-4,17,endgame,2,2,0,0,A04,-7.950833033677391,A02,-7.982717073672976,A03,-7.985709933707487,0.03188403999558531,0.0029928600345110468
1329,-4,17,endgame,2,2,0,1,A04,-7.944521214921936,A02,-7.980454571036114,A01,-7.98194045588494,0.03593335611417814,0.0014858848488259468
1330,-4,17,endgame,2,2,1,0,D15,-8.043387113873642,D14,-8.103334680119337,D18,-8.117411231821292,0.05994756624569497,0.014076551701954543
1331,-4,17,endgame,2,2,1,1,D15,-8.03121986963197,D14,-8.103334680119337,D16,-8.116351767425636,0.07211481048736701,0.013017087306298691
1332,-4,18,endgame,0,0,0,0,A04,-8.481766252959176,A02,-8.493801419838038,A03,-8.496479144382485,0.012035166878861858,0.0026777245444478126
1333,-4,18,endgame,0,0,0,1,A04,-8.477720518680398,A02,-8.491548429791287,A01,-8.492944744334965,0.01382791111088899,0.0013963145436779456
1334,-4,18,endgame,0,0,1,0,D15,-8.516062225831604,D14,-8.545571002278304,D18,-8.552618060706923,0.02950877644670058,0.0070470584286184135
1335,-4,18,endgame,0,0,1,1,D15,-8.516062225831604,D14,-8.545571002278304,D18,-8.552618060706923,0.02950877644670058,0.0070470584286184135
1336,-4,18,endgame,0,1,0,0,A04,-8.476051776711607,A02,-8.4896501396503,A03,-8.492341264600652,0.013598362938692432,0.00269112495035273
1337,-4,18,endgame,0,1,0,1,A04,-8.471967832096338,A02,-8.48738786750226,A01,-8.488962641158087,0.015420035405922405,0.0015747736558271441
1338,-4,18,endgame,0,1,1,0,D15,-8.494004636913383,D18,-8.561931404947128,D14,-8.562167626093832,0.06792676803374498,0.00023622114670374117
1339,-4,18,endgame,0,1,1,1,D15,-8.481560109693543,D18,-8.561931404947128,D14,-8.562167626093832,0.08037129525358466,0.00023622114670374117
1340,-4,18,endgame,0,2,0,0,A04,-8.476078757424073,A02,-8.489663857038137,A03,-8.492354857635075,0.013585099614063623,0.0026910005969380535
1341,-4,18,endgame,0,2,0,1,A04,-8.471994404719327,A02,-8.487401485756507,A01,-8.48897735668934,0.015407081037180248,0.0015758709328324016
1342,-4,18,endgame,0,2,1,0,D15,-8.49807091057624,D18,-8.563258827675817,D14,-8.564299815582865,0.06518791709957661,0.0010409879070483186
1343,-4,18,endgame,0,2,1,1,D15,-8.485903666334567,D18,-8.563258827675817,D14,-8.564299815582865,0.07735516134125042,0.0010409879070483186
1344,-4,18,endgame,1,0,0,0,A04,-8.450821456859304,A02,-8.473972081760625,A03,-8.477027117072037,0.023150624901321137,0.0030550353114122686
1345,-4,18,endgame,1,0,0,1,A04,-8.445619798500875,A02,-8.471719091713876,A01,-8.472978908002968,0.026099293213000863,0.0012598162890924414
1346,-4,18,endgame,1,0,1,0,D15,-8.549264145507822,D14,-8.569605266911516,D16,-8.583965899244781,0.020341121403694373,0.014360632333264789
1347,-4,18,endgame,1,0,1,1,D15,-8.549264145507822,D14,-8.569605266911516,D16,-8.583965899244781,0.020341121403694373,0.014360632333264789
1348,-4,18,endgame,1,1,0,0,A04,-8.443651132447009,A02,-8.468853985043438,A03,-8.471924308223189,0.02520285259642918,0.0030703231797506447
1349,-4,18,endgame,1,1,0,1,A04,-8.438400483575908,A02,-8.46659173890523,A01,-8.468027320637097,0.028191255329321763,0.001435581731866975
1350,-4,18,endgame,1,1,1,0,D15,-8.533072646193322,D14,-8.594260848205135,D18,-8.609619611498546,0.061188202011813075,0.01535876329341157
