scenario,match_index,match_seed,action_diff_steps,macro_diff_steps,fall_diff_steps,score_path_l1,final_score_gap,reward_gap,win_gap,mdp_unique_action_count,mdp_unique_macro_count,mdp_has_probe_attack,mdp_has_counter_defense,mdp_non_dominant_macro_share,is_scenario_representative,is_plot_sample
领先局,671,1725223803,10,10,1,10.0,-1,-0.9039575087767613,0,4,4,1,0,0.65,False,False
领先局,672,3635748461,10,10,0,0.0,0,-0.9473497663133053,0,4,4,1,0,0.65,False,False
领先局,673,3552340850,11,11,2,7.0,2,0.3596771525885618,0,4,4,1,0,0.65,False,False
领先局,674,4199073056,10,10,0,2.0,-1,-0.9415259361867765,0,5,5,1,1,0.65,False,False
领先局,675,1998670404,10,10,0,0.0,0,-0.30109625205163937,0,4,4,1,0,0.6,False,False
领先局,676,3632785215,11,11,0,34.0,-4,-1.2406818787071199,0,4,4,1,0,0.6,False,False
领先局,677,4126126555,10,10,1,3.0,1,-1.0449042495498269,0,5,5,1,1,0.65,False,False
领先局,678,4040953601,4,4,0,0.0,0,-0.43147746562314104,0,3,3,1,0,0.55,False,False
领先局,679,4023091289,10,10,0,0.0,0,-1.2543141758678615,0,4,4,1,1,0.55,False,False
领先局,680,1680789104,4,4,0,0.0,0,-0.44184231602711144,0,3,3,1,0,0.55,False,False
领先局,681,3866610523,10,10,0,0.0,0,-1.2913290178960395,0,5,5,1,1,0.65,False,False
领先局,682,1875722688,4,4,0,0.0,0,-0.5662825267165861,0,3,3,1,0,0.55,False,False
领先局,683,3901348407,9,9,2,3.0,-1,-0.5106714877002112,0,5,5,1,1,0.65,False,False
领先局,684,3476961200,4,4,0,0.0,0,-0.5444572439243007,0,3,3,1,0,0.55,False,False
领先局,685,631560104,10,10,2,0.0,0,0.07721642291390296,0,5,5,1,1,0.65,False,False
领先局,686,549168979,8,8,1,0.0,0,-1.231237701899719,0,4,4,1,0,0.65,False,False
领先局,687,2784573760,10,10,0,0.0,0,-1.0838386570328158,0,5,5,1,1,0.65,False,False
领先局,688,1053856585,7,7,1,12.0,-2,-0.9897120491914002,0,4,4,1,1,0.65,False,False
领先局,689,3183062711,10,10,0,0.0,0,-0.4425615039973785,0,4,4,1,0,0.65,False,False
领先局,690,3353773338,4,4,1,8.0,-1,-0.5177475134265652,0,4,4,1,0,0.55,False,False
领先局,691,2271003329,5,5,0,17.0,-2,-0.1354409368261127,0,3,3,1,0,0.44999999999999996,False,False
领先局,692,3343477215,8,8,0,0.0,0,-0.3845814849588667,0,4,4,1,0,0.65,False,False
领先局,693,2272986824,7,7,1,10.0,-2,-0.7511431728424967,0,4,4,1,0,0.6,False,False
领先局,694,2447136490,10,10,1,1.0,1,-0.5811859172785976,0,4,4,1,0,0.6,False,False
领先局,695,865139163,9,9,0,0.0,0,-0.9237514252348262,0,5,5,1,1,0.65,False,False
领先局,696,2518572453,8,8,0,0.0,0,-1.0645710509387456,0,4,4,1,1,0.65,False,False
领先局,697,690572777,10,10,0,0.0,0,-1.3634748022203507,0,5,5,1,1,0.65,False,False
领先局,698,2663990426,10,10,4,11.0,-1,-0.7849836036624573,0,4,4,1,0,0.6,False,False
领先局,699,3363536331,7,7,0,18.0,-2,-0.3486720415242903,0,3,3,1,0,0.5,False,False
领先局,700,3296033460,4,4,1,0.0,0,-0.5405622077088612,0,4,4,1,0,0.55,False,False
领先局,701,642551057,10,10,1,3.0,1,0.1721677659011096,0,4,4,1,0,0.65,False,False
领先局,702,3389370724,10,10,1,4.0,-1,-0.43766288818892285,0,5,5,1,1,0.65,False,False
领先局,703,3127582175,10,10,1,7.0,1,-0.5701864762752837,0,4,4,1,0,0.65,False,False
领先局,704,639549375,10,10,0,10.0,-1,-0.6509981680157555,0,4,4,1,0,0.65,False,False
领先局,705,331006634,7,7,1,8.0,-1,-1.5455261599663572,0,5,5,1,1,0.6,False,False
领先局,706,2796120441,4,4,0,0.0,0,-0.6201262112951049,0,3,3,1,0,0.55,False,False
领先局,707,1770609332,10,10,1,0.0,0,-0.5604151798079791,0,4,4,1,0,0.5,False,False
领先局,708,2139916541,11,11,3,8.0,1,1.0999085532291772,0,5,5,1,1,0.65,False,False
领先局,709,103127882,11,11,0,0.0,0,-0.8752418288772184,0,5,5,1,1,0.65,False,False
领先局,710,1025382335,10,10,0,0.0,0,-0.908772029392944,0,5,5,1,1,0.65,False,False
领先局,711,2836279026,11,11,1,0.0,0,-0.8039236893791362,0,5,5,1,1,0.65,False,False
领先局,712,2718198194,10,10,0,5.0,1,0.1345062353499138,0,5,5,1,1,0.65,False,False
领先局,713,1258064106,9,9,2,7.0,1,-0.7630032302373131,0,4,4,1,0,0.65,False,False
领先局,714,1470165247,10,10,1,21.0,-3,-1.3542146334035863,0,4,4,1,0,0.6,False,False
领先局,715,2008756565,8,8,1,6.0,-2,-1.2356842441456948,0,5,5,1,1,0.65,False,False
领先局,716,1460931941,4,4,0,0.0,0,-0.4142337036904564,0,3,3,1,0,0.55,False,False
领先局,717,1230287883,7,7,2,1.0,-1,-1.3483388693685594,0,4,4,1,0,0.6,False,False
领先局,718,1344910052,10,10,1,0.0,0,-1.0203603388598417,0,5,5,1,1,0.65,False,False
领先局,719,2215234319,10,10,0,0.0,0,-1.2742584551775984,0,5,5,1,1,0.65,False,False
领先局,720,2382090391,4,4,0,0.0,0,-0.3221376715956694,0,3,3,1,0,0.55,False,False
领先局,721,2824571325,10,10,0,7.0,2,-0.34628583980970085,0,5,5,1,1,0.65,False,False
领先局,722,1070014041,10,10,0,1.0,1,-0.15612095790310931,0,5,5,1,1,0.65,False,False
领先局,723,716887416,10,10,2,5.0,0,-1.831503768767469,0,5,5,1,1,0.65,False,False
领先局,724,1346813820,10,10,0,7.0,1,0.11243842480267574,0,5,5,1,1,0.65,False,False
领先局,725,3337400130,10,10,0,8.0,-1,-1.22528105308729,0,5,5,1,1,0.65,False,False
领先局,726,3591644964,10,10,1,6.0,2,-0.3780383015684503,0,4,4,1,0,0.65,False,False
领先局,727,3360877905,4,4,0,4.0,-1,-0.32058839285567586,0,3,3,1,0,0.55,False,False
领先局,728,1684005505,10,10,0,2.0,1,-0.46201303770529556,0,5,5,1,1,0.65,False,False
领先局,729,4046570574,6,6,0,0.0,0,-0.5686316623974896,0,3,3,1,0,0.65,False,False
领先局,730,2453105655,6,6,1,14.0,-2,-1.9075046136403113,0,5,5,1,1,0.65,False,False
领先局,731,1635073604,7,7,1,5.0,-1,-1.2485645619055976,0,5,5,1,1,0.6,False,False
领先局,732,2507552731,7,7,1,5.0,-1,-1.8731275846664754,0,5,5,1,1,0.6,False,False
领先局,733,3750070214,4,4,1,0.0,0,-0.3881014745828022,0,4,4,1,0,0.55,False,False
领先局,734,1865401957,8,8,1,10.0,-1,-1.3372238998602288,0,5,5,1,1,0.65,False,False
领先局,735,402376127,11,11,2,7.0,1,-0.21282274578808114,0,5,5,1,1,0.65,False,False
领先局,736,1316916036,10,10,1,0.0,0,-1.540643693108871,0,5,5,1,1,0.65,False,False
领先局,737,4268795093,7,7,1,5.0,-1,-0.47727109665460254,0,4,4,1,0,0.6,False,False
领先局,738,1995175609,7,7,2,18.0,-2,-0.8629756257711758,0,3,3,1,0,0.55,False,False
领先局,739,911424163,10,10,1,0.0,0,-0.7183254686306118,0,4,4,1,0,0.65,False,False
领先局,740,3785011864,10,10,0,0.0,0,-0.47010023124989786,0,4,4,1,0,0.6,False,False
领先局,741,1605669847,5,5,0,20.0,-2,0.06491218075666616,0,3,3,1,0,0.44999999999999996,False,False
领先局,742,1373909045,10,10,1,0.0,0,-1.3657497443847006,0,5,5,1,1,0.65,False,False
领先局,743,401594279,10,10,1,5.0,1,-0.46007852726174825,0,5,5,1,1,0.65,False,False
领先局,744,4063829600,10,10,0,3.0,1,-0.895420479555721,0,4,4,1,0,0.6,False,False
领先局,745,3586906434,10,10,1,1.0,1,-1.551483959888742,0,5,5,1,1,0.65,False,False
领先局,746,1670726342,10,10,2,2.0,-1,-1.3997721011946815,0,4,4,1,0,0.6,False,False
领先局,747,2087066249,10,10,0,1.0,1,-0.8608160770600115,0,4,4,1,0,0.6,False,False
领先局,748,1091436933,10,10,1,10.0,-1,-1.268423566749,0,5,5,1,1,0.65,False,False
领先局,749,4133482725,8,8,1,0.0,0,-1.1030452064232463,0,5,5,1,1,0.65,False,False
领先局,750,3947181195,4,4,0,0.0,0,-0.36741528175172533,0,3,3,1,0,0.55,False,False
领先局,751,621119721,4,4,0,0.0,0,-0.34149903190286857,0,3,3,1,0,0.55,False,False
领先局,752,1042406049,10,10,0,0.0,0,-0.5744994648171762,0,5,5,1,1,0.65,False,False
领先局,753,3830345310,6,6,1,9.0,-1,-0.12243954431902893,0,3,3,1,0,0.55,False,False
领先局,754,936876352,8,8,1,0.0,0,-0.2760586049453977,0,5,5,1,1,0.65,False,False
领先局,755,1544238821,10,10,3,0.0,0,-0.9726964034828018,0,4,4,1,0,0.6,False,False
领先局,756,3472937173,10,10,0,7.0,1,-0.38810254129793265,0,4,4,1,0,0.65,False,False
领先局,757,1014860757,10,10,2,0.0,0,-1.5177028095613565,0,4,4,1,0,0.6,False,False
领先局,758,3634267093,5,5,0,20.0,-2,-0.1398114225334819,0,3,3,1,0,0.44999999999999996,False,False
领先局,759,2822322459,9,9,1,5.0,1,0.20082275675014039,0,4,4,1,0,0.65,False,False
领先局,760,798045176,9,9,2,2.0,1,-0.4131034170289549,0,4,4,1,0,0.65,False,False
领先局,761,129658487,10,10,1,0.0,0,-1.9992989188023351,0,5,5,1,1,0.65,False,False
领先局,762,738804318,11,11,0,15.0,2,0.9725092163848554,0,4,4,1,0,0.65,False,False
领先局,763,2256875282,4,4,1,0.0,0,-0.36602053594214645,0,4,4,1,0,0.55,False,False
领先局,764,4123125341,5,5,1,14.0,-2,-1.1635433569684555,0,4,4,1,0,0.6,False,False
领先局,765,2034118792,11,11,0,0.0,0,-0.9528457595631377,0,5,5,1,1,0.65,False,False
领先局,766,551234433,8,8,0,0.0,0,-0.9441369510623758,0,4,4,1,1,0.65,False,False
领先局,767,208327957,8,8,0,27.0,-3,0.30056752303960543,0,3,3,1,0,0.44999999999999996,False,False
领先局,768,805442391,10,10,1,2.0,1,-0.2733238992200704,0,5,5,1,1,0.65,False,False
领先局,769,1864798491,10,10,0,4.0,1,-0.916177695925958,0,5,5,1,1,0.65,False,False
领先局,770,1897676870,10,10,1,5.0,1,0.11200864621033446,0,5,5,1,1,0.65,False,False
领先局,771,1309617916,11,11,2,22.0,-2,-1.5256597573719173,0,5,5,1,1,0.65,False,False
领先局,772,2669226353,10,10,1,0.0,0,-0.5240215287511898,0,5,5,1,1,0.65,False,False
领先局,773,1067935882,10,10,3,6.0,1,-1.4152089849563616,0,5,5,1,1,0.6,False,False
领先局,774,1094810013,9,9,1,14.0,-2,-1.0838209015504994,0,4,4,1,0,0.65,False,False
领先局,775,3995581226,9,9,2,2.0,-1,-2.0886690185365264,0,5,5,1,1,0.65,False,False
领先局,776,2294316859,11,11,1,3.0,-1,-1.0030353365277715,0,4,4,1,0,0.6,False,False
领先局,777,2569665381,4,4,0,0.0,0,-0.4221973117768112,0,3,3,1,0,0.55,False,False
领先局,778,2457416108,4,4,1,0.0,0,-0.43768099448967845,0,4,4,1,0,0.55,False,False
领先局,779,662101432,4,4,1,0.0,0,-0.3633867400956543,0,4,4,1,0,0.55,False,False
领先局,780,2500048357,11,11,2,0.0,0,-0.8122100273082591,0,5,5,1,1,0.65,False,False
领先局,781,3251855568,4,4,0,0.0,0,-0.30426640025453366,0,3,3,1,0,0.55,False,False
领先局,782,181767348,5,5,0,18.0,-2,-0.5781564951533937,0,3,3,1,0,0.5,False,False
领先局,783,1587276847,4,4,0,8.0,-1,-0.4042033868476729,0,3,3,1,0,0.55,False,False
领先局,784,1197847622,11,11,1,0.0,0,-0.7633905938759185,0,5,5,1,1,0.65,False,False
领先局,785,2572044015,4,4,1,0.0,0,-0.41266486766820876,0,4,4,1,0,0.65,False,False
领先局,786,3891329547,8,8,0,3.0,-1,-0.9301403020249523,0,4,4,1,0,0.65,False,False
领先局,787,1631808115,10,10,0,3.0,1,-1.3811497010290577,0,5,5,1,1,0.65,False,False
领先局,788,279427012,10,10,3,0.0,0,-1.7400078515957222,0,5,5,1,1,0.65,False,False
领先局,789,2742533555,4,4,0,0.0,0,-0.6477167338701566,0,4,4,1,0,0.6,False,False
领先局,790,1330413747,10,10,1,0.0,0,-1.0665781910921694,0,5,5,1,1,0.65,False,False
领先局,791,2928897273,8,8,0,0.0,0,-0.9046259646643122,0,4,4,1,1,0.65,False,False
领先局,792,602201736,10,10,1,0.0,0,-1.8184292921540912,0,5,5,1,1,0.65,False,False
领先局,793,1217770400,10,10,0,5.0,0,-0.5709450207181526,0,5,5,1,1,0.65,False,False
领先局,794,1667815527,9,9,1,1.0,1,-0.34193197931989694,0,4,4,1,0,0.6,False,False
领先局,795,3569365588,10,10,1,3.0,1,-0.7461470765488034,0,4,4,1,0,0.65,False,False
领先局,796,2362854004,8,8,0,8.0,-2,-1.2374634866082985,0,4,4,1,1,0.65,False,False
领先局,797,2654851353,8,8,2,8.0,-1,0.39454141738438153,0,4,4,1,0,0.65,False,False
领先局,798,3029679437,10,10,0,0.0,0,-0.9887296181011695,0,4,4,1,0,0.6,False,False
领先局,799,2599608817,10,10,1,6.0,-1,-1.146462728978701,0,4,4,1,0,0.65,False,False
领先局,800,3791536120,5,5,1,8.0,-1,-1.159937883160529,0,4,4,1,0,0.6,False,False
领先局,801,936328338,7,7,1,21.0,-3,0.13538385963007116,0,3,3,1,0,0.5,False,False
领先局,802,2739567891,10,10,0,0.0,0,-0.6585826642618162,0,4,4,1,0,0.65,False,False
领先局,803,1090760827,10,10,0,0.0,0,-0.3364417769693002,0,4,4,1,0,0.6,False,False
领先局,804,2392890375,9,9,1,8.0,-1,-0.1596211329076347,0,4,4,1,0,0.6,False,False
领先局,805,1698131508,11,11,1,0.0,0,-1.352236879560655,0,5,5,1,1,0.65,False,False
领先局,806,3941629498,8,8,1,0.0,0,-0.7997390056338549,0,5,5,1,1,0.65,False,False
领先局,807,145482129,4,4,0,0.0,0,-0.3869783743216004,0,3,3,1,0,0.55,False,False
领先局,808,2359196518,4,4,0,0.0,0,-0.48122797048296917,0,3,3,1,0,0.55,False,False
领先局,809,235068469,9,9,0,3.0,2,-0.40965040145274223,0,4,4,1,0,0.55,False,False
领先局,810,1565548826,10,10,1,0.0,0,-0.8077978977435212,0,5,5,1,1,0.65,False,False
领先局,811,2846197811,10,10,0,5.0,-1,-0.7159447454490877,0,4,4,1,0,0.65,False,False
领先局,812,1024480825,10,10,2,8.0,-2,-0.8393735512204703,0,4,4,1,0,0.55,False,False
领先局,813,1359265065,8,8,0,0.0,0,-0.8339737492261765,0,4,4,1,0,0.6,False,False
领先局,814,2901854237,10,10,1,9.0,-1,-1.5286075481194938,0,4,4,1,0,0.65,False,False
领先局,815,3093426468,10,10,1,1.0,1,-0.08760051781522726,0,4,4,1,0,0.6,False,False
领先局,816,2776292050,4,4,0,0.0,0,-0.8243123406244486,0,3,3,1,0,0.55,False,False
领先局,817,321377122,10,10,2,12.0,2,0.20311013122418053,0,5,5,1,1,0.65,False,False
领先局,818,1453354972,10,10,1,3.0,0,0.14746283918927716,0,5,5,1,1,0.65,False,False
领先局,819,3178839512,4,4,0,0.0,0,-0.4314774656231428,0,3,3,1,0,0.55,False,False
领先局,820,3707649497,10,10,1,2.0,-2,-1.2306529435307514,0,5,5,1,1,0.65,False,False
领先局,821,919891069,4,4,0,0.0,0,-0.4992163114884214,0,3,3,1,0,0.55,False,False
领先局,822,1696245374,9,9,0,0.0,0,-0.37743478432463107,0,4,4,1,0,0.55,False,False
领先局,823,3734695492,5,5,1,18.0,-2,-0.6925749621432153,0,4,4,1,0,0.5,False,False
领先局,824,534721760,4,4,0,0.0,0,-0.6667159265723601,0,3,3,1,0,0.55,False,False
领先局,825,3893526333,10,10,0,1.0,-1,-0.9556560493101447,0,4,4,1,0,0.6,False,False
领先局,826,1616399488,9,9,0,2.0,-2,-0.8890687929623056,0,5,5,1,1,0.65,False,False
领先局,827,2960578104,5,5,0,20.0,-2,-0.12053728928909102,0,3,3,1,0,0.44999999999999996,False,False
领先局,828,1889741226,10,10,1,3.0,1,-0.034044102818869604,0,5,5,1,1,0.65,False,False
领先局,829,1693448357,4,4,0,0.0,0,-0.3465790210169555,0,3,3,1,0,0.55,False,False
领先局,830,1613939673,10,10,1,0.0,0,-0.9219641982431561,0,5,5,1,1,0.65,False,False
领先局,831,110156878,10,10,1,2.0,1,-0.16037390862565282,0,4,4,1,0,0.65,False,False
领先局,832,3910408404,10,10,0,0.0,0,-0.9788353787519259,0,5,5,1,1,0.65,False,False
领先局,833,3268956184,4,4,1,0.0,0,-0.49048524277890415,0,4,4,1,0,0.55,False,False
领先局,834,3965231021,10,10,0,0.0,0,-1.5748591558651999,0,5,5,1,1,0.65,False,False
领先局,835,2417283059,10,10,2,3.0,1,-0.9672565201879664,0,5,5,1,1,0.65,False,False
领先局,836,4127027162,4,4,0,0.0,0,-0.44243547555227813,0,3,3,1,0,0.55,False,False
领先局,837,353438223,10,10,3,6.0,1,-0.29084069240140487,0,4,4,1,0,0.65,False,False
领先局,838,1537608120,9,9,1,0.0,0,-0.5607396743880653,0,4,4,1,0,0.6,False,False
领先局,839,2451297551,10,10,1,0.0,0,-0.8574378572223935,0,5,5,1,1,0.65,False,False
领先局,840,2061815005,10,10,1,17.0,-3,-0.6909586196359712,0,4,4,1,0,0.6,False,False
领先局,841,26438397,4,4,0,0.0,0,-0.29430814998135624,0,3,3,1,0,0.55,False,False
领先局,842,438855736,10,10,0,0.0,0,-0.43124995490406626,0,4,4,1,0,0.65,False,False
领先局,843,1938647768,4,4,2,0.0,0,-0.6094466086584998,0,4,4,1,0,0.65,False,False
领先局,844,3551755431,9,9,1,9.0,2,0.5152862343574931,0,4,4,1,0,0.6,False,False
领先局,845,2633917390,10,10,2,5.0,0,-0.22066964065932737,0,4,4,1,0,0.6,False,False
领先局,846,1230193189,10,10,2,3.0,1,-1.4123520036105273,0,5,5,1,1,0.65,False,False
领先局,847,3447392544,9,9,0,0.0,0,-0.6425705690994405,0,4,4,1,0,0.55,False,False
领先局,848,3818203251,10,10,1,7.0,-1,-0.8458423669960933,0,4,4,1,0,0.65,False,False
领先局,849,1248142868,10,10,2,2.0,-2,-0.9149500927951539,0,4,4,1,0,0.55,False,False
领先局,850,3946105529,10,10,2,0.0,0,-1.29194330163652,0,4,4,1,0,0.65,False,False
领先局,851,996627901,10,10,0,6.0,1,0.29422008566682223,0,4,4,1,0,0.65,False,False
领先局,852,2476351309,10,10,2,8.0,-1,-0.763315907621033,0,5,5,1,1,0.6,False,False
领先局,853,1422036529,11,11,1,0.0,0,-1.0716729868652415,0,5,5,1,1,0.65,False,False
领先局,854,3089881023,4,4,0,0.0,0,-0.6383516431221494,0,3,3,1,0,0.55,False,False
领先局,855,254239070,9,9,0,0.0,0,-0.156098255647116,0,4,4,1,0,0.65,False,False
领先局,856,230259532,10,10,2,0.0,0,-1.6140910777320006,0,4,4,1,0,0.6,False,False
领先局,857,4000759745,10,10,0,8.0,2,0.1427505466705199,0,4,4,1,0,0.65,False,False
领先局,858,759326154,9,9,2,0.0,0,-1.1509603835909559,0,5,5,1,1,0.65,False,False
领先局,859,3782298871,10,10,0,8.0,1,0.10412052284868878,0,4,4,1,0,0.55,False,False
领先局,860,2866537188,10,10,2,0.0,0,-1.6892999321522009,0,4,4,1,0,0.65,False,False
领先局,861,2586155157,10,10,1,2.0,1,-0.5455380192364014,0,4,4,1,0,0.65,False,False
领先局,862,3119063820,6,6,2,0.0,0,-0.5972164241482361,0,4,4,1,0,0.6,False,False
领先局,863,320350546,10,10,1,1.0,-1,-1.2262381535467188,0,5,5,1,1,0.65,False,False
领先局,864,217328823,11,11,1,0.0,0,-0.46310681295380896,0,5,5,1,1,0.65,False,False
领先局,865,359178027,8,8,0,6.0,-2,-1.0749785185265477,0,4,4,1,0,0.65,False,False
领先局,866,87796023,10,10,1,0.0,0,-1.9028317455909214,0,5,5,1,1,0.65,False,False
领先局,867,4003263461,10,10,2,0.0,0,-0.6477997350334697,0,4,4,1,0,0.65,False,False
领先局,868,1921661606,10,10,2,0.0,0,-1.1643518541431188,0,4,4,1,0,0.65,False,False
领先局,869,536869015,6,6,0,6.0,-1,-1.1009308711532189,0,5,5,1,1,0.6,False,False
领先局,870,1355914127,10,10,0,0.0,0,-2.329568714836862,0,5,5,1,1,0.65,False,False
领先局,871,625642481,10,10,0,4.0,1,-0.0938326637635587,0,4,4,1,0,0.65,False,False
领先局,872,3883978395,4,4,0,0.0,0,-0.3912976550537888,0,3,3,1,0,0.55,False,False
领先局,873,3373568826,8,8,1,0.0,0,-1.4697536577237145,0,5,5,1,1,0.65,False,False
领先局,874,31403664,10,10,1,22.0,-2,-0.772752041718805,0,5,5,1,1,0.65,False,False
领先局,875,1295067510,9,9,0,0.0,0,-0.7940610537958843,0,5,5,1,1,0.65,False,False
领先局,876,2819652775,10,10,0,4.0,1,-0.44602858826434755,0,5,5,1,1,0.65,False,False
领先局,877,1767611754,5,5,0,18.0,-2,-0.27487863079649877,0,3,3,1,0,0.5,False,False
领先局,878,960191214,10,10,1,7.0,1,-0.3042547597064793,0,4,4,1,0,0.65,False,False
领先局,879,1761037225,10,10,0,8.0,2,0.4046684395787956,0,4,4,1,0,0.65,False,False
领先局,880,1830589766,9,9,0,1.0,1,-0.21956805627767118,0,5,5,1,1,0.65,False,False
领先局,881,3006760814,10,10,1,5.0,1,-0.6823729919222057,0,4,4,1,0,0.65,False,False
领先局,882,2380079789,10,10,1,2.0,0,0.20694122727919861,0,4,4,1,0,0.65,False,False
领先局,883,2028651602,10,10,1,14.0,2,0.6359687323929837,0,5,5,1,1,0.65,False,False
领先局,884,2638875321,9,9,0,8.0,1,0.3221963742448217,0,4,4,1,0,0.65,False,False
领先局,885,3488393976,11,11,0,2.0,1,-1.2312192331736238,0,5,5,1,1,0.65,False,False
领先局,886,396407574,6,6,2,8.0,0,-0.3573999553866063,0,4,4,1,0,0.5,False,False
领先局,887,2130042404,10,10,2,0.0,0,-1.31375076546645,0,4,4,1,0,0.65,False,False
领先局,888,3249345667,11,11,1,0.0,0,-0.7640988106057076,0,5,5,1,1,0.65,False,False
领先局,889,1247514551,11,11,1,0.0,0,-0.7295322537391531,0,5,5,1,1,0.65,False,False
领先局,890,3725041588,10,10,3,2.0,1,-1.6914430319852674,0,5,5,1,1,0.65,False,False
领先局,891,835701367,6,6,1,12.0,0,-0.14282568879213997,0,3,3,1,0,0.55,False,False
领先局,892,148817629,10,10,0,0.0,0,-1.0087466173171205,0,5,5,1,1,0.65,False,False
领先局,893,3242757224,10,10,2,0.0,0,-0.8044060544783722,0,5,5,1,1,0.65,False,False
领先局,894,3280970113,5,5,1,27.0,-2,-0.40369084798722454,0,4,4,1,0,0.5,False,False
领先局,895,942779643,9,9,0,4.0,-2,-0.49253664018677235,0,4,4,1,0,0.65,False,False
领先局,896,4268868639,10,10,1,0.0,0,-1.3848866591670213,0,5,5,1,1,0.65,False,False
领先局,897,2615239132,5,5,0,18.0,-2,-0.2774306738521908,0,3,3,1,0,0.5,False,False
领先局,898,155546878,10,10,1,2.0,-2,-1.437412582273991,0,5,5,1,1,0.65,False,False
领先局,899,2583011280,10,10,1,1.0,0,-0.474097792590495,0,4,4,1,0,0.6,False,False
领先局,900,1499065029,10,10,1,6.0,1,-0.19111605322351188,0,5,5,1,1,0.65,False,False
领先局,901,4137116895,10,10,0,0.0,0,-1.335781046050732,0,5,5,1,1,0.65,False,False
领先局,902,1179606581,4,4,0,20.0,-2,-0.1472588142596365,0,4,4,1,0,0.5,False,False
领先局,903,384918105,7,7,2,0.0,0,-1.5916720239063853,0,4,4,1,0,0.65,False,False
领先局,904,3763650918,4,4,0,0.0,0,-0.24647546678903787,0,3,3,1,0,0.55,False,False
领先局,905,891293427,10,10,0,0.0,0,-0.8731767529673977,0,4,4,1,0,0.65,False,False
领先局,906,1408409692,4,4,0,0.0,0,-0.7166909260302496,0,4,4,1,0,0.6,False,False
领先局,907,2841348744,11,11,1,3.0,1,1.0377803598502116,0,4,4,1,0,0.6,False,False
领先局,908,1409887400,5,5,0,16.0,-2,-0.23374875737222922,0,3,3,1,0,0.55,False,False
领先局,909,1421202465,10,10,0,0.0,0,-1.0964471824908841,0,4,4,1,0,0.65,False,False
领先局,910,2127438841,8,8,1,10.0,0,-0.4363257465193513,0,5,5,1,1,0.65,False,False
领先局,911,552259228,8,8,0,15.0,-1,-0.525706888022782,0,3,3,1,0,0.55,False,False
领先局,912,2328795164,4,4,1,4.0,-1,-0.488543750144812,0,4,4,1,0,0.55,False,False
领先局,913,3845578866,10,10,2,4.0,1,-0.25714347262132264,0,4,4,1,0,0.65,False,False
领先局,914,4266041275,10,10,0,0.0,0,-1.4364061635011875,0,4,4,1,0,0.65,False,False
领先局,915,3141667188,10,10,0,3.0,1,-0.9363831481942135,0,5,5,1,1,0.65,False,False
领先局,916,2550403903,10,10,2,2.0,-1,-1.6758474129905796,0,5,5,1,1,0.65,False,False
领先局,917,955854214,10,10,1,0.0,0,-0.45274060856666587,0,4,4,1,0,0.6,False,False
领先局,918,3747940833,11,11,1,6.0,1,0.24995020814871616,0,4,4,1,0,0.65,False,False
领先局,919,408925141,10,10,1,0.0,0,-1.2765819392926758,0,5,5,1,1,0.65,False,False
领先局,920,3051089642,10,10,0,6.0,0,0.36048820720253616,0,5,5,1,1,0.65,False,False
领先局,921,3618133219,10,10,1,1.0,1,-0.6344473407109685,0,5,5,1,1,0.65,False,False
领先局,922,1994279457,7,7,1,0.0,0,-1.5248720205454358,0,4,4,1,0,0.65,False,False
领先局,923,2447967936,12,12,1,0.0,0,-0.2558962318791611,0,4,4,1,0,0.55,False,False
领先局,924,3484916881,10,10,1,0.0,0,-0.4640568649712158,0,4,4,1,0,0.65,False,False
领先局,925,3992509792,7,7,1,13.0,-2,-1.0995314965425802,0,4,4,1,0,0.65,False,False
领先局,926,141348214,10,10,1,0.0,0,-1.0483539082062237,0,4,4,1,0,0.6,False,False
领先局,927,2221277787,10,10,0,10.0,2,0.7075790312667767,0,4,4,1,0,0.65,False,False
领先局,928,1760370586,10,10,1,0.0,0,-0.6786630835877538,0,4,4,1,0,0.65,False,False
领先局,929,991615013,4,4,0,0.0,0,-0.3311401483705634,0,3,3,1,0,0.55,False,False
领先局,930,3713965289,10,10,2,0.0,0,-0.5922198582640661,0,4,4,1,0,0.6,False,False
领先局,931,573644876,10,10,0,3.0,1,0.0658691225933179,0,4,4,1,0,0.65,False,False
领先局,932,1443195819,4,4,0,0.0,0,-0.40743056437792546,0,3,3,1,0,0.55,False,False
领先局,933,1794922306,10,10,0,0.0,0,-1.0045092769658606,0,5,5,1,1,0.65,False,False
领先局,934,974462914,10,10,1,5.0,1,-0.7362621394291669,0,5,5,1,1,0.65,False,False
领先局,935,2937832743,10,10,1,6.0,2,-0.24340697191306404,0,5,5,1,1,0.65,False,False
领先局,936,2748333194,9,9,0,0.0,0,-0.4736561328045745,0,4,4,1,0,0.65,False,False
领先局,937,18469177,10,10,0,1.0,-1,-1.2666464555615935,0,5,5,1,1,0.65,False,False
领先局,938,668752914,4,4,0,0.0,0,-0.42711131006374536,0,3,3,1,0,0.55,False,False
领先局,939,1698023075,11,11,0,7.0,2,0.8909176985101066,0,4,4,1,0,0.6,False,False
领先局,940,3780284699,10,10,1,2.0,1,-0.25473960588377587,0,4,4,1,0,0.65,False,False
领先局,941,1734429989,10,10,1,0.0,0,-1.0943473363045886,0,4,4,1,0,0.65,False,False
领先局,942,1827456967,10,10,2,3.0,0,-0.8864379748651672,0,5,5,1,1,0.65,False,False
